,Game,Initial,Final,Reward
0,3172,10000.0,9912.2,-312.3
1,5153,10000.0,10276.0,149.0
2,3060,10000.0,9949.25,-209.75
3,13068,10000.0,10031.5,-87.5
4,868,10000.0,9821.56,-540.94
5,7175,10000.0,9315.46,-985.54
6,6710,10000.0,9946.56,-741.94
7,5299,10000.0,9950.65,-325.35
8,7705,10000.0,9949.54,-314.46
9,2418,10000.0,10053.46,-109.54
10,10550,10000.0,9206.89,-1091.11
11,6063,10000.0,10055.58,-138.42
12,3114,10000.0,9950.76,-332.74
13,11429,10000.0,9852.06,-764.44
14,4434,10000.0,9847.88,-435.12
15,3556,10000.0,9953.6,-217.4
16,4915,10000.0,10078.84,-134.66
17,3306,10000.0,10042.39,-88.61
18,5991,10000.0,10029.29,-106.21
19,4752,10000.0,9975.58,-220.42
20,5844,10000.0,10092.18,-98.82
21,2076,10000.0,9678.54,-675.46
22,3312,10000.0,10097.6,-69.4
23,11056,10000.0,10055.17,-63.83
24,5440,10000.0,9980.0,-197.0
25,2932,10000.0,10072.74,-66.26
26,10026,10000.0,10328.69,228.19
27,2204,10000.0,9962.13,-169.87
28,13723,10000.0,10083.74,-47.26
29,1806,10000.0,10012.39,-152.11
30,12883,10000.0,9798.52,-472.48
31,8029,10000.0,9911.46,-238.54
32,5405,10000.0,10060.0,-143.0
33,10189,10000.0,10131.25,1.25
34,7298,10000.0,9941.48,-339.02
35,2487,10000.0,9907.75,-337.25
36,4568,10000.0,10135.6,28.6
37,13096,10000.0,9036.25,-1366.25
38,5871,10000.0,10108.04,-3.96
39,12679,10000.0,9922.69,-353.81
40,13854,10000.0,10001.6,-141.4
41,6823,10000.0,10324.65,220.15
42,9896,10000.0,9946.23,-219.27
43,13601,10000.0,10031.09,-93.91
44,9211,10000.0,9930.02,-340.48
45,8735,10000.0,9940.0,-328.5
46,12650,10000.0,9140.02,-1151.98
47,373,10000.0,9838.04,-557.96
48,1854,10000.0,9884.6,-395.4
49,12607,10000.0,10131.2,105.7
50,133,10000.0,9988.77,-191.23
51,6113,10000.0,10086.7,-35.3
52,5461,10000.0,10005.64,-113.36
53,4061,10000.0,9707.86,-593.14
54,11787,10000.0,9467.32,-1014.68
55,7820,10000.0,9949.11,-320.89
56,7415,10000.0,9918.55,-324.95
57,13692,10000.0,10055.48,-60.52
58,5593,10000.0,10002.3,-125.7
59,4167,10000.0,9944.66,-304.34
60,7244,10000.0,9917.52,-349.48
61,2959,10000.0,10062.65,-59.35
62,11551,10000.0,9862.12,-426.88
63,1213,10000.0,10000.0,-264.5
64,1000,10000.0,9833.29,-635.71
65,10823,10000.0,10116.23,115.73
66,585,10000.0,11329.09,864.59
67,2381,10000.0,9871.6,-424.9
68,6730,10000.0,10373.64,271.14
69,8648,10000.0,10012.04,-103.96
70,2572,10000.0,9673.4,-627.6
71,1667,10000.0,10024.38,-136.12
72,1148,10000.0,10000.0,-264.5
73,8980,10000.0,10154.47,48.47
74,8037,10000.0,10000.0,0.0
75,11702,10000.0,9274.76,-1026.24
76,11017,10000.0,10000.0,0.0
77,1344,10000.0,10000.0,-264.5
78,13155,10000.0,10228.7,189.2
79,667,10000.0,10286.86,282.36
80,9883,10000.0,9919.17,-274.83
81,145,10000.0,9976.13,-242.87
82,1828,10000.0,10136.64,-78.86
83,3441,10000.0,10045.43,-162.07
84,984,10000.0,9730.31,-556.19
85,9701,10000.0,10033.19,-118.81
86,6527,10000.0,9963.45,-273.55
87,34,10000.0,9842.98,-525.52
88,8609,10000.0,9485.81,-752.19
89,2787,10000.0,9980.0,-197.0
90,11926,10000.0,10123.07,14.07
91,3962,10000.0,9999.2,-159.8
92,11287,10000.0,10101.99,-4.01
93,11219,10000.0,10180.25,74.25
94,11389,10000.0,9963.44,-219.56
95,12517,10000.0,9898.02,-402.98
96,10288,10000.0,9714.05,-580.95
97,6358,10000.0,9525.82,-757.18
98,7570,10000.0,10104.0,-37.0
99,3279,10000.0,10000.0,-40.5
100,9367,10000.0,10120.34,1.84
101,1958,10000.0,10001.04,-177.96
102,5877,10000.0,9962.67,-241.33
103,11253,10000.0,10086.35,-62.65
104,3329,10000.0,9761.8,-890.7
105,11482,10000.0,9923.34,-546.16
106,5700,10000.0,9977.38,-289.62
107,4725,10000.0,10434.57,244.57
108,5050,10000.0,9077.06,-1426.44
109,3495,10000.0,9944.28,-275.22
110,1849,10000.0,9988.98,-158.52
111,2902,10000.0,10880.8,774.8
112,630,10000.0,9797.14,-587.86
113,13761,10000.0,9819.13,-777.37
114,7154,10000.0,10200.28,85.28
115,2215,10000.0,9953.96,-269.54
116,9938,10000.0,9948.23,-330.77
117,8184,10000.0,10394.31,277.31
118,9012,10000.0,9808.02,-479.98
119,13024,10000.0,10033.95,-82.05
120,5318,10000.0,10112.42,3.42
121,11893,10000.0,9814.52,-357.48
122,5329,10000.0,10296.29,250.79
123,3866,10000.0,9198.44,-955.56
124,11388,10000.0,10829.09,637.59
125,6926,10000.0,9962.54,-163.96
126,6638,10000.0,10025.71,-97.79
127,3967,10000.0,9965.0,-263.0
128,1087,10000.0,9952.15,-317.85
129,7195,10000.0,9882.05,-414.45
130,10234,10000.0,9707.38,-523.12
131,183,10000.0,10009.32,-155.18
132,4878,10000.0,9712.8,-599.7
133,12392,10000.0,10086.65,-32.35
134,503,10000.0,10156.23,146.23
135,4870,10000.0,9990.74,-148.76
136,1768,10000.0,9198.13,-1034.37
137,2214,10000.0,9975.0,-226.0
138,12988,10000.0,10446.47,331.47
139,11918,10000.0,9980.0,-206.0
140,2491,10000.0,9943.88,-329.12
141,4464,10000.0,10011.45,-236.55
142,5004,10000.0,9847.81,-449.69
143,8965,10000.0,10034.41,-123.59
144,9210,10000.0,10078.64,-37.36
145,1807,10000.0,9983.34,-193.66
146,9621,10000.0,10028.42,-99.58
147,9318,10000.0,9983.74,-181.26
148,11232,10000.0,10114.4,-51.6
149,8446,10000.0,10215.2,164.7
150,3547,10000.0,10026.94,-126.56
151,1471,10000.0,9935.1,-314.4
152,8653,10000.0,9969.67,-249.83
153,1949,10000.0,10088.0,-77.5
154,3540,10000.0,9964.27,-205.23
155,7358,10000.0,9752.25,-823.25
156,1191,10000.0,10000.0,-215.0
157,4293,10000.0,9926.43,-318.07
158,12983,10000.0,9938.42,-326.08
159,7456,10000.0,9937.57,-324.93
160,3150,10000.0,9887.02,-398.98
161,8027,10000.0,10173.6,-34.4
162,11994,10000.0,10828.84,722.84
163,669,10000.0,9865.51,-443.99
164,629,10000.0,9549.15,-1085.85
165,12608,10000.0,9527.24,-722.76
166,6224,10000.0,9918.26,-351.74
167,4006,10000.0,10075.32,-46.68
168,1270,10000.0,10025.49,-234.01
169,10560,10000.0,9953.72,-302.78
170,1460,10000.0,9810.43,-439.57
171,9509,10000.0,10333.1,191.1
172,4217,10000.0,9980.0,-197.0
173,8506,10000.0,9848.44,-452.56
174,9500,10000.0,10000.0,0.0
175,720,10000.0,8777.79,-1987.71
176,5804,10000.0,10872.23,744.73
177,5537,10000.0,9345.95,-962.05
178,10184,10000.0,9963.65,-209.35
179,8191,10000.0,9955.5,-307.0
180,6721,10000.0,9939.08,-351.92
181,3646,10000.0,9695.08,-557.92
182,5977,10000.0,9794.75,-488.25
183,8136,10000.0,10027.33,-210.17
184,12271,10000.0,9933.7,-252.8
185,10354,10000.0,10015.34,-121.66
186,8941,10000.0,10014.53,-113.47
187,8919,10000.0,10105.32,-9.18
188,6711,10000.0,9252.73,-1018.77
189,1787,10000.0,10025.05,-203.45
190,13431,10000.0,10023.34,-263.66
191,1570,10000.0,9976.59,-154.91
192,2089,10000.0,9674.24,-624.26
193,12333,10000.0,9937.98,-248.52
194,983,10000.0,9692.92,-1059.08
195,8127,10000.0,10049.15,-81.85
196,8070,10000.0,9982.96,-164.54
197,2373,10000.0,9927.5,-360.5
198,7718,10000.0,9890.28,-340.72
199,6771,10000.0,9977.44,-273.56
200,11721,10000.0,10008.28,-110.72
201,12529,10000.0,9984.25,-241.75
202,4242,10000.0,10227.03,-49.47
203,2623,10000.0,9810.2,-454.8
204,10003,10000.0,9902.97,-328.03
205,8012,10000.0,10004.82,-267.18
206,4410,10000.0,10016.37,-120.63
207,4798,10000.0,10237.95,47.45
208,9133,10000.0,10006.85,-113.65
209,8105,10000.0,9990.58,-141.42
210,11341,10000.0,9829.35,-543.65
211,11932,10000.0,10009.57,-109.43
212,4439,10000.0,10076.4,-57.6
213,1703,10000.0,10287.72,184.22
214,121,10000.0,9912.43,-272.57
215,2560,10000.0,9896.36,-386.64
216,9697,10000.0,9916.96,-374.04
217,466,10000.0,9669.81,-1059.69
218,3761,10000.0,10000.0,0.0
219,10034,10000.0,10153.16,83.66
220,11613,10000.0,10067.02,-129.98
221,625,10000.0,9934.74,-233.26
222,12109,10000.0,9856.76,-427.74
223,8847,10000.0,10872.23,744.73
224,1596,10000.0,9970.88,-218.12
225,9992,10000.0,9749.86,-545.14
226,12340,10000.0,9863.61,-753.89
227,11408,10000.0,9800.73,-500.27
228,5243,10000.0,10140.16,-136.84
229,10329,10000.0,10339.5,194.5
230,3160,10000.0,9750.54,-544.46
231,2557,10000.0,10076.24,-51.76
232,11290,10000.0,9934.22,-302.78
233,5453,10000.0,10462.08,356.08
234,4446,10000.0,9960.0,-315.5
235,9552,10000.0,10036.33,-143.17
236,1931,10000.0,10214.98,100.98
237,5712,10000.0,10162.6,72.1
238,11170,10000.0,9898.62,-396.38
239,10455,10000.0,10006.45,-178.55
240,11418,10000.0,9932.41,-285.59
241,3880,10000.0,9986.93,-253.07
242,6520,10000.0,10039.47,-85.53
243,5330,10000.0,10070.35,-60.15
244,13477,10000.0,10418.86,349.36
245,610,10000.0,10116.65,93.15
246,12999,10000.0,9919.25,-340.25
247,180,10000.0,10008.64,-104.36
248,3451,10000.0,9899.25,-400.25
249,3263,10000.0,9930.4,-315.6
250,4704,10000.0,10033.55,-108.95
251,2394,10000.0,10024.23,-148.77
252,8363,10000.0,10000.0,0.0
253,5328,10000.0,9990.17,-152.83
254,756,10000.0,9447.97,-1242.53
255,392,10000.0,9922.56,-278.44
256,3909,10000.0,10881.27,790.27
257,1535,10000.0,10000.0,-93.5
258,6245,10000.0,9881.1,-336.4
259,5100,10000.0,9962.27,-205.73
260,6374,10000.0,10127.95,16.95
261,5332,10000.0,9940.81,-320.19
262,11331,10000.0,9986.67,-256.33
263,12716,10000.0,10024.64,-91.36
264,6323,10000.0,10065.39,-66.11
265,4785,10000.0,10249.1,134.1
266,2954,10000.0,9789.47,-927.03
267,5672,10000.0,9757.82,-489.18
268,852,10000.0,9905.02,-269.98
269,2773,10000.0,9926.97,-331.03
270,4062,10000.0,10027.15,-141.85
271,9708,10000.0,10105.4,-3.6
272,3042,10000.0,9677.0,-606.0
273,6834,10000.0,10099.79,-454.71
274,178,10000.0,9878.68,-854.32
275,1379,10000.0,9745.29,-894.71
276,2221,10000.0,10006.48,-169.52
277,4078,10000.0,9865.97,-466.03
278,10495,10000.0,9963.41,-272.09
279,10214,10000.0,9903.55,-329.45
280,1187,10000.0,10076.96,-183.04
281,5241,10000.0,9968.84,-271.16
282,3809,10000.0,10349.46,204.46
283,4828,10000.0,9816.2,-481.8
284,9287,10000.0,9833.24,-461.76
285,9156,10000.0,9985.97,-121.03
286,11222,10000.0,10188.84,61.84
287,12826,10000.0,10069.6,-62.9
288,13220,10000.0,9732.4,-547.6
289,10738,10000.0,9993.66,-225.84
290,9331,10000.0,9820.49,-783.01
291,12986,10000.0,10000.0,0.0
292,12769,10000.0,9944.78,-346.22
293,13092,10000.0,10223.52,134.02
294,3256,10000.0,10167.92,-531.08
295,5577,10000.0,10858.77,734.27
296,11519,10000.0,10115.65,3.65
297,11516,10000.0,9364.8,-933.2
298,12365,10000.0,10022.52,-216.48
299,9702,10000.0,10042.78,-79.22
300,1002,10000.0,9876.97,-733.03
301,10820,10000.0,9934.69,-312.81
302,11633,10000.0,9838.28,-410.22
303,4516,10000.0,9934.1,-281.9
304,4156,10000.0,9981.51,-147.49
305,13519,10000.0,9988.7,-224.8
306,3515,10000.0,10066.26,-74.74
307,1630,10000.0,10000.0,0.0
308,4871,10000.0,9980.0,-272.0
309,4557,10000.0,9783.34,-496.16
310,2682,10000.0,10304.99,192.99
311,13787,10000.0,10296.51,175.01
312,12651,10000.0,10236.47,112.47
313,3425,10000.0,9967.43,-180.07
314,6296,10000.0,9677.0,-549.0
315,10794,10000.0,10189.83,73.83
316,10935,10000.0,10326.5,257.0
317,11333,10000.0,10111.98,-93.02
318,5476,10000.0,9938.11,-352.89
319,1482,10000.0,9989.95,-286.55
320,9927,10000.0,10000.55,-253.45
321,5094,10000.0,10138.92,-135.58
322,9253,10000.0,10085.28,-48.72
323,12560,10000.0,10078.56,-37.44
324,7916,10000.0,9949.94,-317.06
325,11213,10000.0,10116.0,4.0
326,348,10000.0,9678.33,-1043.17
327,11527,10000.0,9988.33,-140.67
328,3514,10000.0,10000.0,-101.5
329,12972,10000.0,10018.74,-106.26
330,13281,10000.0,9919.28,-275.72
331,9856,10000.0,9857.79,-672.71
332,2789,10000.0,10126.45,109.95
333,10487,10000.0,9983.91,-190.09
334,12794,10000.0,9887.52,-298.48
335,7532,10000.0,10872.78,757.78
336,3910,10000.0,9801.85,-814.65
337,806,10000.0,10106.57,85.57
338,7667,10000.0,10430.45,-124.05
339,543,10000.0,10514.68,498.18
340,4370,10000.0,10000.0,0.0
341,4742,10000.0,10072.97,-171.03
342,10380,10000.0,9938.16,-253.34
343,11951,10000.0,10125.3,-0.2
344,1011,10000.0,10071.65,21.15
345,4908,10000.0,9543.54,-738.96
346,7746,10000.0,9890.0,-354.0
347,3513,10000.0,9944.91,-198.09
348,6381,10000.0,10005.56,-179.44
349,954,10000.0,10100.0,97.5
350,12229,10000.0,9810.2,-454.8
351,1674,10000.0,10239.93,127.93
352,633,10000.0,10245.11,233.61
353,3704,10000.0,10010.9,-105.1
354,13509,10000.0,10151.9,45.9
355,3108,10000.0,9959.38,-181.62
356,9522,10000.0,9761.95,-539.05
357,5591,10000.0,10045.78,-145.22
358,5769,10000.0,9742.41,-659.59
359,9057,10000.0,10054.0,-101.0
360,6195,10000.0,10013.46,-166.04
361,11780,10000.0,9946.89,-305.11
362,9754,10000.0,10031.09,-147.91
363,7084,10000.0,10233.98,127.98
364,9952,10000.0,9903.34,-369.66
365,6687,10000.0,9992.67,-129.33
366,8175,10000.0,10128.43,22.43
367,6519,10000.0,9999.75,-141.25
368,9541,10000.0,9970.1,-290.9
369,1488,10000.0,9746.06,-838.44
370,9305,10000.0,9754.17,-742.33
371,13561,10000.0,9693.5,-586.5
372,5963,10000.0,9602.1,-828.4
373,4546,10000.0,9383.0,-1169.0
374,6927,10000.0,10151.32,45.32
375,4818,10000.0,10068.0,-84.0
376,5223,10000.0,10901.02,765.02
377,2861,10000.0,9858.9,-394.1
378,10343,10000.0,10086.08,-57.42
379,12943,10000.0,10147.92,110.42
380,12385,10000.0,10038.64,-100.36
381,6713,10000.0,9957.64,-244.86
382,5011,10000.0,9924.56,-363.44
383,8668,10000.0,10030.75,-131.75
384,11360,10000.0,9947.97,-224.53
385,4529,10000.0,10000.0,0.0
386,10790,10000.0,9879.92,-325.08
387,9608,10000.0,9994.8,-185.7
388,3601,10000.0,9997.75,-183.75
389,9840,10000.0,10006.4,-136.6
390,4361,10000.0,9951.8,-300.2
391,3946,10000.0,9800.59,-639.41
392,11061,10000.0,10050.95,-68.05
393,475,10000.0,10170.9,47.9
394,4402,10000.0,9899.9,-395.1
395,7403,10000.0,9987.47,-173.03
396,11242,10000.0,10010.34,-105.66
397,6832,10000.0,10023.47,-116.53
398,5640,10000.0,10323.28,214.28
399,8713,10000.0,10054.13,-64.87
400,8259,10000.0,9980.0,-239.0
401,10563,10000.0,9914.05,-284.45
402,13077,10000.0,10044.71,-74.29
403,82,10000.0,9935.12,-288.88
404,3573,10000.0,9930.2,-240.8
405,2626,10000.0,10443.4,283.4
406,8564,10000.0,10063.3,-73.7
407,3840,10000.0,10117.9,65.4
408,8299,10000.0,10002.57,-137.43
409,7157,10000.0,9860.22,-464.78
410,1161,10000.0,9987.2,-232.3
411,13165,10000.0,10014.35,-119.65
412,8069,10000.0,10368.85,259.85
413,11376,10000.0,9991.58,-202.92
414,13847,10000.0,10019.67,-105.33
415,6490,10000.0,10164.31,52.31
416,9696,10000.0,9640.32,-660.68
417,4454,10000.0,9975.78,-270.72
418,2548,10000.0,10036.88,-130.12
419,6706,10000.0,10304.17,158.67
420,9523,10000.0,10092.31,-38.69
421,412,10000.0,9920.38,-239.62
422,9709,10000.0,9938.58,-271.42
423,6300,10000.0,9977.87,-195.13
424,13301,10000.0,9947.36,-340.14
425,5989,10000.0,9849.77,-412.23
426,7855,10000.0,9980.0,-311.0
427,11875,10000.0,9980.0,-311.0
428,150,10000.0,9741.5,-532.0
429,9176,10000.0,9973.55,-233.45
430,4169,10000.0,10048.4,-100.6
431,1459,10000.0,9969.06,-219.44
432,2437,10000.0,10047.26,-71.74
433,11239,10000.0,9980.63,-214.87
434,9651,10000.0,9805.35,-1010.15
435,10482,10000.0,10167.2,25.2
436,6783,10000.0,8898.9,-1384.1
437,9600,10000.0,9796.88,-504.12
438,7163,10000.0,9964.88,-290.62
439,960,10000.0,10107.03,76.03
440,8710,10000.0,3475.49,-6813.51
441,2125,10000.0,10313.3,236.8
442,7578,10000.0,7923.58,-2352.42
443,4710,10000.0,10124.58,106.08
444,6369,10000.0,9836.47,-365.53
445,6789,10000.0,10061.78,-54.22
446,4901,10000.0,9918.54,-289.46
447,12894,10000.0,3190.67,-7189.83
448,8897,10000.0,10303.88,188.88
449,3316,10000.0,10104.53,13.03
450,10765,10000.0,9985.95,-143.05
451,1165,10000.0,9990.03,-276.47
452,8328,10000.0,9856.69,-387.31
453,6935,10000.0,10000.0,0.0
454,2938,10000.0,10227.84,84.34
455,3045,10000.0,9563.42,-731.58
456,13109,10000.0,9898.83,-321.67
457,8576,10000.0,10068.04,-134.96
458,10300,10000.0,10103.55,-51.45
459,5484,10000.0,9468.83,-823.67
460,621,10000.0,9980.31,-213.19
461,8916,10000.0,10152.08,134.58
462,6355,10000.0,10764.2,631.2
463,13848,10000.0,10011.63,-116.37
464,5240,10000.0,10128.8,-112.2
465,2594,10000.0,9928.43,-295.07
466,11853,10000.0,9849.25,-444.25
467,2467,10000.0,10013.58,-183.42
468,7431,10000.0,9897.35,-379.65
469,9978,10000.0,9716.14,-574.36
470,233,10000.0,9563.25,-737.75
471,1369,10000.0,9910.64,-380.36
472,12698,10000.0,10299.62,178.62
473,5381,10000.0,10100.48,-113.02
474,6637,10000.0,9980.0,-254.0
475,8407,10000.0,10072.7,-88.3
476,8246,10000.0,10030.71,-256.29
477,9430,10000.0,9984.86,-168.14
478,6083,10000.0,10019.51,-103.99
479,9323,10000.0,9101.92,-1475.58
480,7470,10000.0,9996.84,-160.16
481,1430,10000.0,10118.75,-8.75
482,9078,10000.0,10025.02,-132.98
483,9387,10000.0,10030.34,-103.66
484,2395,10000.0,10079.23,-119.77
485,9450,10000.0,9850.73,-663.77
486,2641,10000.0,10142.01,-134.99
487,3337,10000.0,10060.19,-64.81
488,13158,10000.0,10104.08,-4.92
489,13146,10000.0,10042.04,-76.96
490,8801,10000.0,9995.89,-217.61
491,8239,10000.0,9974.69,-277.31
492,10718,10000.0,43255.16,33120.16
493,11301,10000.0,9955.16,-266.84
494,8551,10000.0,9990.05,-144.95
495,4969,10000.0,9992.12,-241.88
496,12257,10000.0,9906.96,-286.54
497,6822,10000.0,9859.66,-438.34
498,1293,10000.0,9981.79,-281.21
499,11370,10000.0,9931.27,-265.23
500,12620,10000.0,9820.1,-393.9
501,12808,10000.0,9928.88,-278.12
502,5360,10000.0,9970.85,-158.15
503,1086,10000.0,10111.4,-43.1
504,2449,10000.0,9905.05,-347.45
505,12312,10000.0,9882.62,-596.88
506,2612,10000.0,9964.28,-214.22
507,3309,10000.0,10112.48,6.48
508,9623,10000.0,10048.55,-82.45
509,10667,10000.0,9932.63,-353.87
510,11752,10000.0,10020.51,-104.99
511,2844,10000.0,9694.25,-481.25
512,746,10000.0,9870.9,-316.6
513,7734,10000.0,9975.22,-184.28
514,12616,10000.0,10029.78,-146.22
515,6827,10000.0,10230.47,115.47
516,218,10000.0,9665.01,-1178.99
517,12934,10000.0,9753.72,-547.28
518,2784,10000.0,9719.45,-578.55
519,1950,10000.0,9406.28,-879.72
520,5687,10000.0,10019.28,-151.22
521,13222,10000.0,10028.51,-234.49
522,11740,10000.0,9910.7,-284.3
523,9394,10000.0,10266.46,155.46
524,7353,10000.0,9338.3,-924.2
525,4381,10000.0,10223.83,-435.67
526,13784,10000.0,9949.42,-320.58
527,5260,10000.0,10187.2,115.7
528,12192,10000.0,10080.24,-98.26
529,13650,10000.0,10040.08,-116.42
530,3830,10000.0,9980.0,-275.0
531,4240,10000.0,10270.36,200.86
532,3756,10000.0,10088.9,-177.1
533,13473,10000.0,9954.3,-250.2
534,5140,10000.0,10250.16,231.66
535,12552,10000.0,9980.0,-155.0
536,9042,10000.0,10337.14,132.14
537,9501,10000.0,9974.44,-253.56
538,12996,10000.0,10020.89,-171.61
539,10276,10000.0,9921.35,-509.65
540,3804,10000.0,10131.91,84.91
541,4278,10000.0,10028.8,-98.2
542,2676,10000.0,10159.36,7.86
543,7559,10000.0,10061.26,-83.24
544,5570,10000.0,10038.67,-92.33
545,4288,10000.0,10000.0,-90.5
546,4558,10000.0,9966.66,-198.84
547,5684,10000.0,9973.43,-308.57
548,9234,10000.0,9964.35,-199.15
549,5538,10000.0,10342.94,149.94
550,7640,10000.0,9837.17,-361.83
551,1431,10000.0,9821.28,-467.72
552,10476,10000.0,10054.38,-232.62
553,5417,10000.0,9933.02,-357.98
554,13771,10000.0,9940.56,-255.94
555,2738,10000.0,9892.07,-360.43
556,12940,10000.0,10418.2,210.2
557,10695,10000.0,10055.17,-63.83
558,8397,10000.0,9927.28,-309.72
559,7166,10000.0,10220.55,5.05
560,10125,10000.0,9989.92,-265.08
561,676,10000.0,9820.27,-532.23
562,7748,10000.0,9917.7,-361.3
563,9794,10000.0,10242.48,124.48
564,13715,10000.0,10014.05,-233.95
565,3827,10000.0,10698.62,586.62
566,2834,10000.0,9941.96,-290.54
567,5200,10000.0,9865.52,-399.48
568,3490,10000.0,10125.8,6.3
569,4692,10000.0,9969.48,-223.02
570,6554,10000.0,9870.11,-394.89
571,8876,10000.0,10261.6,125.6
572,12071,10000.0,10089.8,-53.2
573,6116,10000.0,9916.56,-368.44
574,3215,10000.0,9929.29,-352.71
575,13762,10000.0,9979.38,-189.12
576,9606,10000.0,10000.0,-55.5
577,6905,10000.0,9977.05,-166.45
578,2710,10000.0,10410.87,289.37
579,7900,10000.0,9952.66,-299.34
580,6055,10000.0,9996.16,-160.34
581,3571,10000.0,10068.64,-56.36
582,11083,10000.0,10122.13,-55.87
583,6040,10000.0,9916.2,-337.3
584,5174,10000.0,10172.19,-17.31
585,7053,10000.0,10097.72,-21.28
586,802,10000.0,10065.5,-90.0
587,1846,10000.0,9665.2,-635.8
588,4554,10000.0,10013.28,-149.72
589,6148,10000.0,9887.5,-403.0
590,13050,10000.0,9883.39,-418.11
591,13076,10000.0,9868.91,-411.09
592,13201,10000.0,10133.38,22.88
593,5220,10000.0,9884.12,-331.38
594,8718,10000.0,10043.9,-93.1
595,3323,10000.0,9925.1,-329.9
596,6393,10000.0,9935.9,-355.1
597,4099,10000.0,10131.25,1.25
598,3017,10000.0,9915.68,-218.82
599,3553,10000.0,10026.7,-141.8
600,10255,10000.0,10040.0,-85.0
601,9086,10000.0,9980.0,-266.0
602,7062,10000.0,9908.08,-352.92
603,11773,10000.0,10048.85,-79.15
604,8357,10000.0,9993.34,-136.16
605,13818,10000.0,9955.16,-314.84
606,7965,10000.0,10000.0,0.0
607,8442,10000.0,10020.49,-134.51
608,10682,10000.0,9897.36,-358.64
609,7678,10000.0,9978.97,-184.53
610,8999,10000.0,10058.03,-57.97
611,8022,10000.0,9704.34,-584.66
612,11528,10000.0,10139.9,33.9
613,47,10000.0,9831.82,-626.68
614,11884,10000.0,9948.32,-321.68
615,12570,10000.0,9996.45,-181.05
616,9240,10000.0,9940.9,-269.6
617,11680,10000.0,9661.27,-591.73
618,3473,10000.0,9954.71,-238.79
619,4418,10000.0,9888.62,-458.88
620,2473,10000.0,10028.2,-115.3
621,8001,10000.0,9994.37,-521.13
622,4105,10000.0,9583.2,-1073.3
623,7974,10000.0,10065.1,-62.9
624,13520,10000.0,10311.92,-196.58
625,10087,10000.0,9948.32,-321.68
626,5732,10000.0,10107.69,-13.31
627,5456,10000.0,9685.47,-585.53
628,8948,10000.0,9839.86,-408.64
629,12691,10000.0,9995.33,-220.67
630,552,10000.0,10331.04,179.04
631,10883,10000.0,10102.87,-114.13
632,6004,10000.0,9869.78,-428.22
633,3507,10000.0,9812.21,-392.79
634,8930,10000.0,10403.9,231.4
635,12546,10000.0,10104.9,-7.1
636,10160,10000.0,9967.95,-209.05
637,8036,10000.0,10037.01,-110.99
638,10744,10000.0,10278.39,169.39
639,699,10000.0,10009.56,-172.44
640,11430,10000.0,9679.4,-615.1
641,6599,10000.0,9957.76,-223.74
642,12483,10000.0,9980.34,-224.16
643,13251,10000.0,10109.84,-41.16
644,6432,10000.0,9976.7,-281.3
645,3848,10000.0,8757.79,-1540.21
646,998,10000.0,9900.89,-276.11
647,4451,10000.0,9955.44,-215.56
648,4930,10000.0,10201.25,86.25
649,5127,10000.0,10023.67,-172.33
650,8341,10000.0,9982.16,-285.34
651,8758,10000.0,9957.94,-316.56
652,4233,10000.0,9696.5,-604.5
653,753,10000.0,9989.81,-199.69
654,338,10000.0,9841.78,-565.72
655,5571,10000.0,9943.38,-247.12
656,11949,10000.0,9980.0,-299.0
657,3987,10000.0,9938.8,-269.7
658,8898,10000.0,10005.08,-251.92
659,10019,10000.0,9595.4,-705.6
660,10291,10000.0,11256.94,1147.94
661,6674,10000.0,9947.96,-343.04
662,253,10000.0,10028.4,-90.6
663,10571,10000.0,9861.58,-439.42
664,13317,10000.0,9975.96,-220.54
665,11415,10000.0,9917.7,-361.3
666,1323,10000.0,10277.22,14.72
667,2260,10000.0,10011.09,-125.91
668,12981,10000.0,10039.52,-172.48
669,11215,10000.0,9998.32,-157.68
670,10074,10000.0,10379.96,277.46
671,2129,10000.0,9981.83,-138.17
672,10305,10000.0,10135.23,29.23
673,6602,10000.0,9863.53,-419.47
674,4766,10000.0,10068.45,-56.55
675,3374,10000.0,10104.08,-4.92
676,7319,10000.0,9932.19,-220.81
677,7498,10000.0,10024.36,-97.64
678,4467,10000.0,9936.24,-354.76
679,2960,10000.0,9863.58,-419.42
680,5177,10000.0,10100.83,-5.17
681,8798,10000.0,10065.0,-75.0
682,7109,10000.0,10071.91,-47.09
683,2993,10000.0,9847.83,-389.17
684,6017,10000.0,9998.0,-251.0
685,3686,10000.0,9948.83,-324.17
686,4853,10000.0,10045.29,-106.71
687,9163,10000.0,9816.51,-400.49
688,10142,10000.0,9988.37,-194.63
689,3325,10000.0,9955.76,-194.24
690,3957,10000.0,9779.28,-521.72
691,7809,10000.0,9980.19,-183.81
692,426,10000.0,9973.33,-230.67
693,7421,10000.0,9980.0,-254.0
694,1351,10000.0,10032.86,-243.14
695,11600,10000.0,10032.24,-98.76
696,6188,10000.0,9928.55,-311.45
697,2165,10000.0,10069.9,-49.1
698,6231,10000.0,10120.9,19.4
699,10481,10000.0,9783.7,-540.8
700,4122,10000.0,10102.25,41.75
701,13535,10000.0,9911.6,-361.4
702,7892,10000.0,9934.5,-350.5
703,3534,10000.0,10033.94,-217.06
704,10773,10000.0,9936.24,-354.76
705,13415,10000.0,9890.01,-311.49
